Widok,Inwestycja,Deweloper,Liczba Mieszkań,Balkony,Fasady,Mieszkania,Teren,Udogodnienia,Wnętrza,ocenaLOG,ocena_wazona,Longitude,Latitude
#r8046,Lokum Vista etap IIIa,Lokum Deweloper,121,2,2,,2,,,2.00,242,19.961286607870644,50.02484487570333
#r8067,5 Dzielnica,Develia,299,2,0,,1,,,1.31,391.39,19.922694324586686,50.07909034716579
#r8075,Centralna Park.,Develia,800,0,0,,0,,1,0.36,285.9,20.008469447637797,50.06187837914496
#r8081,Okulickiego 59,Develia,145,0,0,,0,,0,0.00,0,20.02522220491679,50.093263061909994
#r8138,Angel Stradom,Angel Poland Group,133,0,2,,1,4,3,2.84,378.05,19.94104226384947,50.05293872819432
#r8164,Dom przy Źródle,Eiffage Immobilier Polska,80,2,1,,,,,1.62,129.61,19.941318578201976,50.03752376532838
#r8187,Supernova,Cordia Polska,191,3,0,,1,,,2.07,395.61,19.989828018189236,50.06558398036809
#r8188,Cordia Cystersów Garden etap II,Cordia Polska,177,3,1,,1,1,2,1.96,347.58,19.97090895186411,50.064192133881974
#r8189,Cordia Cystersów Garden etap I,Cordia Polska,146,2,2,,2,2,,2.00,292,19.970955875884595,50.06419668127096
#r8190,Lotniczówka,Cordia Polska,67,1,3,,1,,,2.14,143.44,19.99446560569631,50.07736398241871
#r8227,Osiedle Telimeny III,KG Group,48,1,0,,2,,,1.31,62.83,20.011385197345,50.020874562531
#r8216,Cieszyńska 9,Palladio Cieszyńska 9 Pasek Paluch sp. K.,230,3,4,1,1,1,3,2.84,653.71,19.930515,50.074917
#r8230,Osiedle Niezapominajek,Stylhut Plus Sp. z o.o.,70,0,2,,1,,,1.31,91.63,19.843993418049,50.069006786219
#r8281,Safrano,CORDIA,97,1,2,,2,,2,1.83,177.31,19.919871561581,50.023653600662
#r8284,Osiedle Ozon etap 5 i 6,Biuro sprzedaży Osiedle Ozon - MEGAPOLIS Spółka z o.o.,7,0,1,,2,,,1.31,9.16,19.955725,50.102142
#r8289,Cascada House,Imperial Capital,64,3,3,,2,,,2.76,176.86,19.84076845767,50.102980796054
#r8316,Aleje Wolności 16,G 16 Górscy sp. jawna,64,2,3,,0,,,2.25,144.03,20.69715,49.61618
#r8339,Szklane Tarasy Gorlice - Blok B,STG SYSTEM SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,45,3,1,,0,,0,1.82,82.11,21.152791536909,49.661748411902
#r8350,Nova Krzyszkowicka,ADKON sp. z o.o. ul. Płaszowska 11 32-005 Niepołomice,12,0,0,,0,,0,0.00,0,20.025519,49.9909122
#r8362,Smętna Garden,Dom-Bud M. Szaflarski Sp. j.,28,1,0,,2,,,1.31,36.65,19.8872347,50.09067430000001
#r8369,Apartamenty Panorama,Panorama Jaworki Spółka z o.o.,34,2,2,2,1,3,,2.20,74.68,20.5618985,49.4098274
#r8372,Punkt Wola,Excon S.A.,57,1,1,0,2,,2,1.45,82.38,19.962182129971154,50.01909646900104
#r8463,Osiedle Zdrojove Zacisze w Busku-Zdroju,MTM-DEVELOPMENT POLSKA SP. Z O.O.,67,1,1,,1,,,1.00,67,20.702555568769,50.463910623739
#r8495,Stawowa Residence etap IV,Imperial Stawowa Residence,38,3,1,,2,,3,2.53,96.19,19.88883837063809,50.0958599538223
#r8496,Green Park Villa etap II,Imperial Capital,76,3,2,,2,0,,2.19,166.7,19.87115111865887,50.091492532642754
#r8500,Trybuny Ludów 3,Grupa Enbud  Sp. z o.o. Sp. K,31,1,2,,1,,,1.45,45.04,19.961074038966267,50.01959424222932
#r8504,Zodiak,Grupa Orion Investment.S.A.,2,0,0,,0,,,0.00,0,20.0517777,50.0306445
#r8528,Sołtysowska Vidok,Zieliński Development Sp. z o.o.,22,0,1,,0,,,0.45,9.96,20.022732273989064,50.061969256380046
#r8529,Osiedle Versus etap II,Frax-Bud Franciszek Drożdż,214,1,1,,0,,,0.76,163.36,19.882590683966697,50.01373255803813
#r8531,Weduta Krakowa etap I,Architecture Vento,160,3,1,0,0,,2,1.86,297.97,19.960720330912153,50.10605414873575
#r8531,Weduta Krakowa etap II,Architecture Vento,53,3,1,0,0,,2,1.86,98.7,19.960787866362054,50.10643825915102
#r8551,3 Wymiary Bronowice,3 Wymiary Bronowice Sp. z o.o.,99,0,0,,1,1,2,1.09,107.6,19.90869913228944,50.09455757585628
#r8548,Kordiana 46,Grupa Deweloperska START,23,0,1,,0,,,0.45,10.42,19.964499253498044,50.010783987501604
#r8580,Kozia 5 Bagry Apartments,WBG Development,21,0,0,,1,,,0.45,9.51,19.9970726,50.0343412
#r8568,Zielona Krzyszkowicka,Veridia Development Sp. z o.o.,24,1,1,,2,,,1.45,34.87,20.019594000286,49.991776124956
#r8605,Podgórki Tynieckie,HSD Inwestycje,50,3,0,0,1,,,1.82,91.24,19.847558821425398,49.997119308868726
#r8610,Sadyba 2.0,Eko In Sp. z o.o.,84,,,,,,,0.00,0,20.69558323375571,49.63178859183709
#r8611,Merite Serena,Merite Sp. z o.o.,49,2,1,,0,,,1.31,64.14,20.024934234742453,50.01613847717978
#r8638,Dajwór,Buma Dajwór P.S.A.,20,3,4,,2,2,,3.11,62.15,19.94888104634297,50.050908054511055
#r8637,Slow City etap D,EKOPARK,116,0,1,,1,0,,0.62,71.93,19.91996865827985,50.09980526870061
#r8644,Osiedle przy Wielickiej,Dom Development S.A.,124,2,1,,2,,,1.76,218.66,20.005249684138455,50.011131564298424
#r8668,Słoneczne Tarasy  - Nowy Sącz,Optibud Sp. z o.o.,34,3,3,,2,,,2.76,93.96,20.711317792035,49.610008197763
#r8675,ZIELONE KOŹMICE,Vista Property Spółka z o.o.,10,1,1,,2,,,1.45,14.53,20.045307944489,49.955682439269
#r8679,EKO SUCHARSKIEGO,Invemio Bis Sp.zo.o,16,0,0,,1,,0,0.36,5.72,20.047347300507,50.016797087342
#r8685,Podgórki Tynieckie,HSD Inwestycje,50,2,1,,2,,,1.76,88.17,19.847554609536,49.997185677224
#r8720,Link Bunscha,Link Bunscha Megapolis Sp. z o.o. Sp.k,102,0,1,,0,,,0.45,46.19,19.884984214294,50.015598119813
#r8727,Michałowice k. Krakowa ul. Za Dworem,Wielicka Polana S. Piwowarczyk sp. k.,8,0,0,,1,,1,0.62,4.96,19.992683623393,50.153614630303
#r8757,Mój Przewóz,Activ Investment,68,1,1,,2,,,1.45,98.79,19.988583291725,50.041803002493
#r8787,Zielona Krzyszkowicka,Veridia Development Sp. z o.o.,24,2,3,1,0,0,,1.86,44.7,20.030924183663757,49.99034335530256
#r8803,Clou Lindego,CLOU MEGAPOLIS Sp. z o.o. Sp. komandytowa,129,2,0,,2,,2,1.76,226.58,19.875478479376,50.079146245009
#r8806,Sądecka Panorama,DM HOMES,30,0,0,,1,,,0.45,13.58,20.629839180976,49.622090813797
#r8846,Banacha 12,Super Krak S.A.,126,1,1,,2,,2,1.62,204.13,19.960795733436715,50.102318471149744
#r8848,Kameralna Koszykarska,Kameralna Koszykarska,38,1,1,,1,0,2,1.20,45.47,19.985960093830535,50.048564769655236
#r8857,Nove Dobczyce,4K Development,74,1,1,,0,1,,0.83,61.27,20.097379208037,49.880818792077
#r8864,Młyńska Ogrody 5,Deve Invest Sp. z o.o.,69,2,1,,1,,,1.45,100.25,20.706044587042,50.466398578828
#r8881,Murapol GreenCity bud. 1,Murapol S.A.,168,1,1,0,2,,,1.24,208.36,20.04605207388925,50.021808960066345
#r8886,Murapol Mateczniq bud. 4,Murapol S.A.,225,1,1,,1,,,1.00,225,19.931495083567,50.03621029622565
#r8896,Królowej Jadwigi Residence,Platforma Mieszkaniowa,20,3,1,,2,,2,2.24,44.8,19.86065756954983,50.07121302240254
#r8897,The Emaus,Platforma Mieszkaniowa,3,3,0,,3,,2,2.50,7.49,19.8939307,50.0622477
#r8898,The View,EKOPARK,100,3,3,,2,4,3,3.20,319.66,19.934491638011835,50.0420934593251
#r8908,Destino Domy,EKOPARK,14,3,2,,1,,,2.31,32.33,19.89038405004711,50.06953994509247
#r8919,Sitowie,Grupa Urba,121,,,,,,,0.00,0,19.90906,50.01513
#r8973,Krzesławickie Tarasy,Risto Deweloper,93,3,1,,2,,1,2.11,196,20.0562675,50.1024615
#r8977,Apartamenty nad Wilgą,Platforma Mieszkaniowa,4,,,,,,,0.00,0,19.919629571052816,49.98703037792588
#r8988,Apartamenty przy Zakrzówku,Wakom,172,3,0,,1,0,1,1.71,293.35,19.918881111542,50.032592885447
#r8995,Essa Kliny,Green Town Development,188,3,2,,2,2,,2.36,443.19,19.900840223377,49.995387714205
#r8997,Podedworze 11,Westa Investments,98,1,0,,1,,,0.76,74.81,19.97428354049,50.014441008616
#r9006,Monument,Platforma Mieszkaniowa,115,3,2,,2,4,3,3.09,355,19.929414515874537,50.084356436955204
#r9007,Drago,Antrans Invest,99,4,0,,0,1,,2.70,266.96,19.96109882571,50.102231806626
#r9015,Przewóz 41 Residence,BAL-BUD Investment,47,1,2,1,2,,1,1.52,71.59,19.992251332748403,50.04114227754575
#r9042,Grzegórzki Park,INTER-BUD Developer Sp. z o.o.,104,3,1,,1,,,2.14,222.66,19.966651738814026,50.06540717734515
#r9045,Piasta Towers budynek 2,INTER-BUD Developer Sp. z o.o.,,2,0,,2,,,1.66,0.00,20.01052437031192,50.10479658760174
#r9043,Piasta Towers budynek 4,INTER-BUD Developer Sp. z o.o.,,2,0,,2,,,1.66,0.00,20.008370070308953,50.10452765692125
#r9045,Piasta Towers,INTER-BUD Developer Sp. z o.o.,109,3,0,,1,0,,1.82,198.89,20.010379965470225,50.10452577587024
#r9046,Osiedle Bobrzyńskiego Blok B,INTER-BUD Developer Sp. z o.o.,42,1,0,,1,,,0.76,32.06,19.9013981,50.0235248
#r9044,Piasta Towers budynek 3,INTER-BUD Developer Sp. z o.o.,96,0,0,,1,,,0.45,43.47,20.009594124384265,50.10519155365513
#r9047,Domy na Klinach,INTER-BUD Developer Sp. z o.o.,23,2,1,,1,,,1.45,33.42,19.9080057,50.0089933
#r9050,Vis a Vis Wawelu,INTER-BUD Developer Sp. z o.o.,36,2,2,0,1,,,1.53,55.13,19.928314497932977,50.04971163779483
#r9051,Wiślane Tarasy,INTER-BUD Developer Sp. z o.o.,60,2,2,,1,,,1.76,105.8,19.961336388417784,50.05540851686118
#r9053,Kamienica Dworska,INTER-BUD Developer Sp. z o.o.,68,3,1,,1,,,2.14,145.58,19.92439729148354,50.044373997686094
#r9054,Osiedle Bobrzyńskiego Blok D,INTER-BUD Developer Sp. z o.o.,55,3,1,,1,,,2.14,117.75,19.8988225,50.0209804
#r9048,Osiedle Cztery Domy,INTER-BUD Developer Sp. z o.o.,52,2,1,,0,,,1.31,68.07,19.977049590956728,50.04401243714864
#r9049,Apartamenty W Krynicy,INTER-BUD Developer Sp. z o.o.,8,2,1,,1,,,1.45,11.62,20.9565405,49.3974053
#r9056,Osiedle Bobrzyńskiego Blok A,INTER-BUD Developer Sp. z o.o.,42,1,0,,1,,,0.76,32.06,19.9013981,50.0235248
#r9055,Domy Pod Dębem,INTER-BUD Developer Sp. z o.o.,5,0,1,,1,,,0.76,3.82,19.8951866,50.0022466
#r9052,Panorama Swoszowicka,INTER-BUD Developer Sp. z o.o.,8,2,1,,1,,,1.45,11.62,19.9370109,49.983281
#r9057,Osiedle Pod Dębem,INTER-BUD Developer Sp. z o.o.,,2,1,,2,,,1.76,0.00,19.895279092202504,50.006439047061995
#r9072,Rynek Fałęcki,SOLART sp. z o.o.,4,0,1,,1,,,0.76,3.05,19.9225694533081,50.018001267049165
#r9087,Przewóz Solar Garden,Asa Development,65,0,0,,1,,2,1.11,71.99,19.990102895825,50.043027885284
#r9118,Stawowa ABC,Dom-Bud M. Szaflarski Sp. j.,29,0,2,,0,0,,0.95,27.68,19.87475513110117,50.10009726784479
#r9121,Osiedle Pod Dębem,INTER-BUD Developer Sp. z o.o.,168,2,1,,1,,,1.45,244.08,19.895279092202504,50.006439047061995
#r9122,Grzegórzki Park - Budynek nr 2,INTER-BUD Developer Sp. z o.o.,114,3,2,,0,,,2.25,256.55,19.966616508189897,50.065284649777844
#r9149,Stawowa ABC,DOM-BUD M. Szaflarski sp.j.,17,0,1,,1,,,0.76,12.98,19.875186316555,50.098833673705
#r9125,Bursztynowy Dom,DK-Development Sp. z o.o.,5,3,0,,0,,,2.00,9.98,19.97241606101801,50.07449682922792
#r9158,Apartamenty Wielicka I etap,WAN S.A.,342,1,1,1,0,1,,0.86,295.78,19.99173068864095,50.01759861790422
#r9159,Apartamenty Wielicka II etap,WAN S.A.,121,1,1,0,0,0,,0.52,63.3,19.99164415909948,50.01861275846816
#r9165,Apartamenty Snycerska,WAN S.A.,,1,1,,1,,,1.00,0.00,19.992298655239882,50.022363343900636
#r9185,ATAL Residence Zabłocie I,ATAL S.A.,224,3,3,,1,,,2.66,595.84,19.959767777758888,50.05081425341223
#r9186,ATAL Residence Zabłocie II,ATAL S.A.,77,2,3,,2,,,2.45,188.87,19.959944696448268,50.050779502029066
#r9190,Malborska 151,Krakusa Development,43,1,1,,2,,,1.45,62.47,19.960977477294,50.020505022629
#r9200,Osiedle Ozon - etap 7,Biuro sprzedaży Osiedle Ozon - MEGAPOLIS Spółka z o.o.,306,2,0,,2,,,1.66,507.96,19.957089974177,50.102316558906
#r9217,Osiedle Meiera,TDJ Estate,294,0,1,,3,,,2.07,608.94,19.968721398237495,50.098567854354265
#r9220,Grzegórzecka 77 - etap I,Develia,59,,,,,,,0.00,0,19.964866949518857,50.056754914141656
#r9221,Słoneczne Miasteczko,Develia,"1,190",0,0,,2,,,1.14,"1,357.71",20.05744156779197,50.02020987020588
#r9235,Zakątek Telimeny,Archicom S.A.,70,1,1,,2,,,1.45,101.7,20.022470346416423,50.01467641906766
#r9238,Osiedle Bociana 5,Archicom S.A.,280,0,0,,2,,,1.14,319.46,19.9555137229252,50.0932970170943
#r9239,Wita,Archicom S.A.,180,0,3,,2,,,2.25,405.07,19.949623039867646,50.072707288458915
#r9254,Stare Podgórze,Fracthon Development,25,0,1,,1,,3,1.89,47.29,19.944884249019,50.043029118279
#r9253,Oaza Opatkowice,Oaza Opatkowice Sp. z o.o.,12,,,,,,,0.00,0,19.889275371503,49.983772925685
#r9258,Nova Residence Prestige,Stobud Kraków Development,6,,,,,,,0.00,0,19.874798304826,50.069491001116
#r9268,Kameralny Prokocim,Matexi Polska Sp. z o.o.,73,,,,,,,0.00,0,19.990385121725236,50.01672203034923
#r9319,Sosnowiecka Park,Mak Dom Holding S.A.,86,3,1,,2,,,2.31,198.57,19.90668356319,50.095756425952
#r9325,Badurskiego 7,Budrem  Kraków,24,,,,,,,0.00,0,19.960555403136777,50.07094297156195
#r9326,River Park,Imperial Capital,72,3,3,,2,,0,2.50,179.75,19.869747232411893,50.093799907248936
#r9352,Apartamenty przy Zakrzówku,Wakom,172,,,,,,,0.00,0,19.918188412202,50.032762113008
#r9384,Bochenka,Spółdzielnia Mieszkaniowa PIASKI NOWE,27,,,,,,,0.00,0,19.975767586288452,50.012018635331124
#r9375,LifeSpot Kraków Lipska,Life Spot Management Sp. z o.o.,249,,,,,,,0.00,0,19.99681161293,50.039438577597
#r9392,Badurskiego 7,Budrem,24,,,,,,,0.00,0,19.99013943831,50.011581783252
#r9394,Torowa,MDR Skawina sp. z o.o.,190,,,,,,,0.00,0,19.825424988886,49.983016641913
#r9395,Piłsudskiego 32 - Krynica-Zdrój,HO-BU POLSKA Sp. z o.o.,13,,,,,,,0.00,0,20.9546158,49.4270048
#r9397,Osiedle przy ulicy Spławy,Dewi Invest Sp.zo.o,12,,,,,,,0.00,0,20.15013,50.08933
#r9417,Nova Tymotkowa,Nokturn Deweloper,15,2,1,,2,,,1.76,26.45,19.89436978407,50.013542871515
#r9375,LifeSpot Kraków Lipska,Life Spot Management Sp. z o.o.,249,,,,,,,0.00,0,19.99681161293,50.039438577597
#r9392,Badurskiego 7,Budrem,24,,,,,,,0.00,0,19.99013943831,50.011581783252
#r9394,Torowa,MDR Skawina sp. z o.o.,190,,,,,,,0.00,0,19.825424988886,49.983016641913
#r9445,Zacisze Biema w Olkuszu - ostatnie wolne mieszkanie!,BUDOWLANYCH ANTRANS INVEST SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,54,,,,,,,0.00,0,19.578900290141,50.2604466421
#r9451,Vidok Residence - etap III,Platforma Mieszkaniowa,55,,,,,,,0.00,0,19.484243,50.1591234
#r9477,QUADRA,Imperial Capital,168,,,,,,,0.00,0,19.91641790977039,50.098886050017406
#r9500,Kombinat Mieszkań,Teatralne Residence Sp. z o.o.,16,,,,,,,0.00,0,20.031560482225,50.078638818554
#r9488,Imperial Quadra,Imperial Capital,47,,,,,,,0.00,0,19.918191198217,50.096829161663
#r9504,J​A\N͏A​S,Fracthon Development,29,,,,,,,0.00,0,19.956370317532,50.047002679677
#r9511,Osiedle Ozon etap IV,Megapolis Development,171,,,,,,,0.00,0,19.96303556358326,50.102060251072885
#r9512,Osiedle Ozon etap III,Megapolis Development,186,,,,,,,0.00,0,19.962959768086403,50.102109962764246
#r9513,Osiedle Ozon etap VII,Megapolis Development,306,,,,,,,0.00,0,19.96296790814931,50.10203504568437
#r9514,Osiedle Ozon etap VIII,Megapolis Development,112,,,,,,,0.00,0,19.95539313703175,50.10354615461065
#r9521,Rosa Hills,4K Development,38,,,,,,,0.00,0,20.027239271164,49.996430493751
#r9534,"Moja Skawina - nowe, komfortowe mieszkania w Skawinie",EPOL HOLDING SP. Z O.O.,288,,,,,,,0.00,0,19.839568945508,49.980974444735
#r9532,Mogilska 31,Mogilska 31,145,3,3,,1,2,3,2.64,383.42,19.965447082224,50.066360324176
#r9527,Mieszkaj w mieście - etap Odkrywców (bud. L),Henniger Investment,130,,,,,,,0.00,0,19.886084001669,50.087990369055
#r9525,Nordic Górka Narodowa,YIT Development,98,,,,,,,0.00,0,19.957267694457,50.103796532032
#r9541,Sołtysowska Vidok,S1 Zieliński Development Sp zoo,22,,,,,,,0.00,0,20.022895831666,50.062025847724
#r9544,Atal Bronowice,ATAL,188,,,,,,,0.00,0,19.87529037502,50.102180375769
#r9565,MISTA Kraków,Grupa Victoria Dom,123,,,,,,,0.00,0,20.024106334038787,50.09992546251843
#r9598,Willa Zalesie,Nokturn Deweloper,7,,,,,,,0.00,0,19.907934067199,50.020768764157
#r9562,Apartamenty Dąbrowskiego 12,Remax Construct Sp. z o. o.,34,,,,,,,0.00,0,19.958768544056,50.044895610207
#r9593,Malownicze Tarasy II,Risto,112,,,,,,,0.00,0,20.058284276038,50.104234121049
#r9619,Osiedle Lawendowe,S-GRUPA sp. z o.o.,8,,,,,,,0.00,0,19.92886,50.09341
#r9689,Ja\nas,Fracthon,36,,,,,,,0.00,0,19.95638586553896,50.04717237214439
#r9705,Kosocicka Ambient,Hammak,48,,,,,,,0.00,0,19.995069813492,50.004675
#r9706,Bociana 5,Archicom,269,,,,,,,0.00,0,19.955666210679,50.093109522541
#r9707,29L͏͏,Archicom,72,,,,,,,0.00,0,19.9561234,50.0888139
#r9708,Lea Spot - lokale inwestycyjne,Archicom,217,,,,,,,0.00,0,19.897238090269,50.072115179833
#r9709,29L - Apartamenty inwestycyjne,Archicom,198,,,,,,,0.00,0,19.956393570095,50.088615644403
#r9717,Apartamenty Casa Sole,Smart Apartments Sp.z o.o.,10,,,,,,,0.00,0,19.899341371948,50.012541944484
#r9717,Apartamenty Casa Sole,Smart Apartments Sp.z o.o.,10,,,,,,,0.00,0,19.899341371948,50.012541944484
#r9736,Gromadzka 57,GROMADZKA 57 SP. Z O.O. SPÓŁKA JAWNA,19,,,,,,,0.00,0,19.97707712864,50.039236892709
#r9733,Atal Nova Obozowa,ATAL,154,,,,,,,0.00,0,19.916066558198,50.019008638776
#r9773,Osiedle Teatralne 19,Frax-Bud Franciszek Drożdż,106,,,,,,,0.00,0,20.0302944,50.08023439999999
#r9774,Osiedle Teatralne 19 - apartamenty inwestycyjne,Frax-Bud Franciszek Drożdż,106,,,,,,,0.00,0,20.0303133,50.0802511
#r9770,Apartamenty pod Stokiem,Platforma Mieszkaniowa,4,,,,,,,0.00,0,19.852415136243767,50.07152634819878
#r9772,Rudava Park,Platforma Mieszkaniowa,24,,,,,,,0.00,0,19.85837793796453,50.07178685634348
#r9771,Królowej Jadwigi Residence II,Platforma Mieszkaniowa,16,,,,,,,0.00,0,19.8603415,50.070871799999985
#r9784,Mogilska 31,Warimpex,145,,,,,,,0.00,0,19.96568611423541,50.0663817486946
#r9790,Osiedle Teatralne 19,FRAX-BUD,106,,,,,,,0.00,0,20.02289,50.07707
#r9795,Osiedle Lasówka,Stylhut Investments Sp z o.o.,125,,,,,,,0.00,0,19.9941876,50.0477822
#r9823,Banacha 12,Super Krak S.A.,126,,,,,,,0.00,0,19.961217,50.1018119
#r9816,Apartamenty Park Matecznego Etap 2.2,Dom Development S.A.,105,,,,,,,0.00,0,19.936559,50.0367804
#r9855,SZAROTKI PARK,DOM.NBC sp. z o.o.,12,,,,,,,0.00,0,19.880330579272,50.100402286937
#r9860,29 L,Archicom,115,,,,,,,0.00,0,19.95605870741,50.088805998676
#r9863,Rudava Park,Krakowska Grupa Deweloperska,24,,,,,,,0.00,0,19.858211665112,50.072092343854
#r9864,Morelife Apartments,Krakowska Grupa Deweloperska,36,,,,,,,0.00,0,19.87236760578,50.069363771408
#r9865,The Emaus,Krakowska Grupa Deweloperska,12,,,,,,,0.00,0,19.893213580354,50.063398111329
#r9867,Zakole Wisły Atal,ATAL,134,,,,,,,0.00,0,19.986536315686,50.051749873973
#r9868,Residence Królowej Jadwigi II,Krakowska Grupa Deweloperska,16,,,,,,,0.00,0,19.860662039878,50.070929456908
#r9869,Apartamenty Pod Stokiem,Krakowska Grupa Deweloperska,4,,,,,,,0.00,0,19.852378950706,50.071414366767
#r9875,Nowe Branice II,Invest House,96,,,,,,,0.00,0,20.140286799523,50.071534677111
#r9883,Apartamenty Jasińskiego,TAD-INVEST Drożdż,13,,,,,,,0.00,0,19.99269576685139,50.023225858567606
#r9886,Przystanek Prądnik,Dom Development S.A.,121,,,,,,,0.00,0,19.9711086,50.09945479999998
#r9883,Apartamenty Jasińskiego,TAD-INVEST Drożdż,13,,,,,,,0.00,0,19.99269576685139,50.023225858567606
#r9886,Przystanek Prądnik,Dom Development S.A.,121,,,,,,,0.00,0,19.9711086,50.09945479999998
